Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number,Release Date,Description,Game Link
gizoku tantei nosuri,,,Critic,,,tbd,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,Critic,,,tbd,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,User,,,,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,User,,,,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
emoji kart racer,Xbox Series X,Xbox Tavern,Critic,"Emoji Kart Racer lacks in content that is offered for the pricing they have selected. The sounds are if not annoying, the best part of the game. The music isn’t too short or too loud, except for the emoji’s sound effects for winning. The visuals are clean, colorful, and work for most levels. There are tracks influenced heavily by bigger, more well known Arcade racers. There are typos in some signage which I don’t think is intentional. The length of the time played is less than four hours and could have been shorter if the karts went a little faster. The AIs and respawning functionality removes all challenges. This title is for beginners and those who are younger. Had there been a better user interface for using items and targeting others and the scaled difficulty wasn’t so low, this could have been a worthy recommendation. The drifting was the biggest let down, or lack thereof. I was simply left wanting more from the control and handling. The design of the game was well done, just not the feel of how the kart rides.","Apr 18, 2023",40,"Dec 22, 2022","The time has finally come:
the first official emoji™ video game is here.

Get behind the wheel with up to four players and race across 16 intense racetracks. The unique emoji™ generator also gives you the opportunity to create your own personal emoji™ racer from thousands of combinations.

Let yourself be inspired by the colorful tracks with great music, funny sound effects and of course countless emoji's. Great emoji™ power-ups
like poop or rocket are also available!

emoji™ Kart Racer - Great fun for the whole family!

- official licensed product!
- emoji™ generator with almost 20,000 combinations
- 16 thrilling tracks in four cups
- multiplayer mode for 2 to 4 players",https://www.metacritic.com/game/emoji-kart-racer/
emoji kart racer,Xbox Series X,Xbox Tavern,Critic,"Emoji Kart Racer lacks in content that is offered for the pricing they have selected. The sounds are if not annoying, the best part of the game. The music isn’t too short or too loud, except for the emoji’s sound effects for winning. The visuals are clean, colorful, and work for most levels. There are tracks influenced heavily by bigger, more well known Arcade racers. There are typos in some signage which I don’t think is intentional. The length of the time played is less than four hours and could have been shorter if the karts went a little faster. The AIs and respawning functionality removes all challenges. This title is for beginners and those who are younger. Had there been a better user interface for using items and targeting others and the scaled difficulty wasn’t so low, this could have been a worthy recommendation. The drifting was the biggest let down, or lack thereof. I was simply left wanting more from the control and handling. The design of the game was well done, just not the feel of how the kart rides.","Apr 18, 2023",40,"Dec 22, 2022","The time has finally come:
the first official emoji™ video game is here.

Get behind the wheel with up to four players and race across 16 intense racetracks. The unique emoji™ generator also gives you the opportunity to create your own personal emoji™ racer from thousands of combinations.

Let yourself be inspired by the colorful tracks with great music, funny sound effects and of course countless emoji's. Great emoji™ power-ups
like poop or rocket are also available!

emoji™ Kart Racer - Great fun for the whole family!

- official licensed product!
- emoji™ generator with almost 20,000 combinations
- 16 thrilling tracks in four cups
- multiplayer mode for 2 to 4 players",https://www.metacritic.com/game/emoji-kart-racer/
emoji kart racer,,,User,,,,"Dec 22, 2022","The time has finally come:
the first official emoji™ video game is here.

Get behind the wheel with up to four players and race across 16 intense racetracks. The unique emoji™ generator also gives you the opportunity to create your own personal emoji™ racer from thousands of combinations.

Let yourself be inspired by the colorful tracks with great music, funny sound effects and of course countless emoji's. Great emoji™ power-ups
like poop or rocket are also available!

emoji™ Kart Racer - Great fun for the whole family!

- official licensed product!
- emoji™ generator with almost 20,000 combinations
- 16 thrilling tracks in four cups
- multiplayer mode for 2 to 4 players",https://www.metacritic.com/game/emoji-kart-racer/
emoji kart racer,,,User,,,,"Dec 22, 2022","The time has finally come:
the first official emoji™ video game is here.

Get behind the wheel with up to four players and race across 16 intense racetracks. The unique emoji™ generator also gives you the opportunity to create your own personal emoji™ racer from thousands of combinations.

Let yourself be inspired by the colorful tracks with great music, funny sound effects and of course countless emoji's. Great emoji™ power-ups
like poop or rocket are also available!

emoji™ Kart Racer - Great fun for the whole family!

- official licensed product!
- emoji™ generator with almost 20,000 combinations
- 16 thrilling tracks in four cups
- multiplayer mode for 2 to 4 players",https://www.metacritic.com/game/emoji-kart-racer/
trivia live,,,Critic,,,tbd,"Dec 22, 2022","Trivia-Live is a multi-player trivia game that lets you play head to head trivia against family and friends using your smartphone or tablet (iOS and Android).

Trivia-live is social gaming at it's very best in an easy, out of the box, pick-up-and-play trivia game that will keep everyone at the edge of their seat.

Jam packed with over 5,000 multiple choice questions in five categories, no game will be the same.",https://www.metacritic.com/game/trivia-live/
trivia live,,,User,,,,"Dec 22, 2022","Trivia-Live is a multi-player trivia game that lets you play head to head trivia against family and friends using your smartphone or tablet (iOS and Android).

Trivia-live is social gaming at it's very best in an easy, out of the box, pick-up-and-play trivia game that will keep everyone at the edge of their seat.

Jam packed with over 5,000 multiple choice questions in five categories, no game will be the same.",https://www.metacritic.com/game/trivia-live/
gizoku tantei nosuri,,,Critic,,,tbd,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,Critic,,,tbd,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,User,,,,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
gizoku tantei nosuri,,,User,,,,"Dec 22, 2022","Haku is living a busy life in the imperial capital of the great nation Yamato. Peaceful times seemed like they would last forever.

However... Among the reliable friends that surrounded him, one sensed something strange.

With clear wisdom and a discerning eye, and bold and delicate reasoning and judgment, a ""good woman"" who possesses the qualities of a ""great"" detective speaks.

If someone in the east is suffering, she will be there to lend a hand. If someone in the west is troubled, she will save them. A chivalrous thief is sensitive to the signs of those in need.

It is from here that the curtains rise on the great Nosuri theater. It is she who will bring to light the true identity of the great evil that undermines the imperial capital.

Haku: ""What, I gotta get involved in all that?!""",https://www.metacritic.com/game/gizoku-tantei-nosuri/
sail forth,Nintendo Switch,Gaming Age,Critic,"It’s a gorgeous, relaxing game that changes every time you play it, and it’s got a world that’s easy to get immersed in.","Jan 22, 2023",77,"Dec 21, 2022","Heave! Fake the bull rope and stay the mizzen royal! Command a fleet of custom-rigged sailing ships on a procedurally crafted adventure over an unending ocean whose ancient depths have swallowed the key to a planet's mysterious past. 

Put the wind to your back and cast out into High Adventure over a vast ocean spanning numerous unique regions, each packed to bursting with its own flora, fauna, and ambient music.

Make chase with a pod of curious dolphins, watch the sun sink into an icy horizon, run down a clutch of cowardly privateers and accept their apologies to the tune of wild cannonry.

Stay engaged with a replayable rogue-lite experience whose narrative is revealed through free exploration in an ocean-world of ever-changing discovery.

On the Deepblue, opportunity is in every direction, and sinking your ship is just the start of another adventure!",https://www.metacritic.com/game/sail-forth/
sail forth,,,User,,,,"Dec 21, 2022","Heave! Fake the bull rope and stay the mizzen royal! Command a fleet of custom-rigged sailing ships on a procedurally crafted adventure over an unending ocean whose ancient depths have swallowed the key to a planet's mysterious past. 

Put the wind to your back and cast out into High Adventure over a vast ocean spanning numerous unique regions, each packed to bursting with its own flora, fauna, and ambient music.

Make chase with a pod of curious dolphins, watch the sun sink into an icy horizon, run down a clutch of cowardly privateers and accept their apologies to the tune of wild cannonry.

Stay engaged with a replayable rogue-lite experience whose narrative is revealed through free exploration in an ocean-world of ever-changing discovery.

On the Deepblue, opportunity is in every direction, and sinking your ship is just the start of another adventure!",https://www.metacritic.com/game/sail-forth/
grappling dash,,,Critic,,,tbd,"Dec 21, 2022","Jump, Swing, Dash Grappling Dash is fast-pace, uniquely stylized platformer game. Use your grappling hook to swing around in giant levels, dash through energy crystals, find hidden secrets and master even the most difficult worlds. It's easy to play, it's fast and it's fun.",https://www.metacritic.com/game/grappling-dash/
grappling dash,,,User,,,,"Dec 21, 2022","Jump, Swing, Dash Grappling Dash is fast-pace, uniquely stylized platformer game. Use your grappling hook to swing around in giant levels, dash through energy crystals, find hidden secrets and master even the most difficult worlds. It's easy to play, it's fast and it's fun.",https://www.metacritic.com/game/grappling-dash/
mias christmas 2,,,Critic,,,tbd,,,
mias christmas 2,,,User,,,,,,
the golf g,,,Critic,,,tbd,"Dec 21, 2022",Dribble the ball to become the best golf player in the world.,https://www.metacritic.com/game/the-golf-g/
the golf g,,,User,,,,"Dec 21, 2022",Dribble the ball to become the best golf player in the world.,https://www.metacritic.com/game/the-golf-g/
headbangers in holiday hell,Xbox Series X,TheXboxHub,Critic,Headbangers in Holiday Hell isn’t metal. It is barely even tinfoil.,"Jan 2, 2023",40,"Dec 21, 2022","Christmas. Christmas never changes. 

Soon those overzealous little freaks will swarm the city led by that bearded maniac. But this time, we fight back.

Inspired by Zombies Ate My Neighbors and Beavis&Butthead's heavy metal comedy, this is twin-stick mayhem like you've never experienced before.",https://www.metacritic.com/game/headbangers-in-holiday-hell/
headbangers in holiday hell,,,User,,,,"Dec 21, 2022","Christmas. Christmas never changes. 

Soon those overzealous little freaks will swarm the city led by that bearded maniac. But this time, we fight back.

Inspired by Zombies Ate My Neighbors and Beavis&Butthead's heavy metal comedy, this is twin-stick mayhem like you've never experienced before.",https://www.metacritic.com/game/headbangers-in-holiday-hell/
ridge racer 2,PSP,Push Square,Critic,"Sadly, any multiplayer options have been stripped away, and so have the prizes for completing each World Tour, which rewarded you with things like opening movies for old Ridge Racer games. The only other frustration comes from AI drivers, who can be tricky to overtake. All in all, though, this is easily among the best classic games on PS Plus Premium. This is a timely reminder that, at their peak, arcade racers can easily rank among the most enjoyable video games you can play.","Jan 13, 2023",80,"Dec 20, 2022","Ridge Racer is back with an adrenaline fuelled racing experience featuring many new courses and vehicles. Put tour foot down, kick in the nitrous and roar through 21 intense, challenging courses. Master the drift handling and take corners at exhilarating speeds to leave opponents trailing in your wake.",https://www.metacritic.com/game/ridge-racer-2/
ridge racer 2,,,User,,,7.8,"Dec 20, 2022","Ridge Racer is back with an adrenaline fuelled racing experience featuring many new courses and vehicles. Put tour foot down, kick in the nitrous and roar through 21 intense, challenging courses. Master the drift handling and take corners at exhilarating speeds to leave opponents trailing in your wake.",https://www.metacritic.com/game/ridge-racer-2/
ridge racer 2,,,User,,,tbd,"Dec 20, 2022","Ridge Racer is back with an adrenaline fuelled racing experience featuring many new courses and vehicles. Put tour foot down, kick in the nitrous and roar through 21 intense, challenging courses. Master the drift handling and take corners at exhilarating speeds to leave opponents trailing in your wake.",https://www.metacritic.com/game/ridge-racer-2/
mudness offroad 4x4 truck car simulator games,,,Critic,,,tbd,,,
mudness offroad 4x4 truck car simulator games,,,User,,,,,,
oddworld abes exoddus,PlayStation,PSX Nation,Critic,"Abe's Exoddus isn't different in too many ways from the original but it harkens back to that old saying. ""If it ain't broke then why fix it?"" fans of the original will be totally pleased here.",,88,,,
oddworld abes exoddus,PlayStation,TotalGames.net,Critic,"A magical adventure in every sense, Abe's Exoddus stands oversized head and boney green shoulders above any competing title. Yes, it's a lot like ""Oddysee,"" but it's ingeniously more complicated and so long they had to put it on two discs!",,92,,,
oddworld abes exoddus,PlayStation,conorbebe,User,"Assembled over a mere period of 9 months, Abe's Exoddus takes the core principles which made its predecessor so special and pushes them even further, expanding upon the straightforward and yet compelling gamespeak, possession, and platforming mechanics to produce a sequel worthy of a place among the best of its genre! The environmental art and FMV cinematics are a triumph in worldbuilding and enrich Oddworld with a sense of scale that makes Abe's journey feel truly epic, meanwhile the addition of a much-needed quicksave option makes the challenge of this title far more accessible to new players.","Nov 21, 2022",8.5,,,
oddworld abes exoddus,PlayStation,ImperialYama,User,A very atmospheric and great Puzzle Plattformer with the most original ideas ever.,"Dec 21, 2020",10,,,
turnip boy commits tax evasion,Nintendo Switch,Gaming Age,Critic,"Given how much I enjoyed Turnip Boy Commits Tax Evasion from start to end, I’m feeling pretty confident right now that I’ll be remembering this game fondly for quite some time.","May 25, 2021",74,"Dec 20, 2022","Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",https://www.metacritic.com/game/turnip-boy-commits-tax-evasion/
turnip boy commits tax evasion,Nintendo Switch,COGconnected,Critic,"If you can call being a menace to society a harmless and casual endeavor, Turnip Boy Commits Tax Evasion will easily bring many smiles to your face. Truly a masterpiece that doesn’t require much thinking to enjoy, all you have to do is pick up your controller and avoid all adult responsibilities by playing as a turnip who is avoiding all adult responsibilities. With the game being released so close to the end of tax season, I would like to think Turnip Boy was intentionally released in April as a joke or perhaps a form of escapism. At the same time, it’s probably also a great reminder to all of us to file our taxes by the end of this month.","Apr 26, 2021",79,"Dec 20, 2022","Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",https://www.metacritic.com/game/turnip-boy-commits-tax-evasion/
turnip boy commits tax evasion,Nintendo Switch,Dirpity,User,"Turnip Boy was an amazing adventure that left me with a satiating feeling. The art style is really good and it controls really nice. I like the overarching storyline, I enjoyes each boss fight and each one had a unique feature ti use against it and they all gad a very good designI liked the mechanic of ripping up documents to unlock the secret ending.Sunset Station was done very well and is a great example of how to do a DLC and other game companies should take notes. I liked the items, and the main character himself. I am also excited for the sequel and even if they never did a sequel, the game is perfect in of itself and I really hope to sequel turns out just as well polished.","Nov 5, 2023",7.5,"Dec 20, 2022","Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",https://www.metacritic.com/game/turnip-boy-commits-tax-evasion/
turnip boy commits tax evasion,Nintendo Switch,cdgetz21,User,"Cute and hilarious Zelda like game. The only problem I had with it is that it was to short. I wish it was longer, but I still had a great time.","Nov 27, 2021",10,"Dec 20, 2022","Play as an adorable yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, harvest crops and battle massive beasts all in a journey to tear down a corrupt vegetable government!",https://www.metacritic.com/game/turnip-boy-commits-tax-evasion/
pinball heroes,PlayStation 5,PlayStation Country,Critic,A twelve year old pinball simulation PSP game is an odd choice for a modern port but this collection of tables based on once-popular PlayStation franchises is actually fun to play.,"Jan 2, 2023",70,"Dec 20, 2022","Classic arcade pinball action in the palm of your hands. With multiple Pinball Heroes pinball tables to download - each one based off of a different hit Playstation franchise - you'll always have a new challenge to conquer. So whether youre a casual gamer or a true pinball wizard, Pinball Heroes for the PSP gives you authentic arcade pinball experience - anytime and anywhere.",https://www.metacritic.com/game/pinball-heroes/
pinball heroes,,,User,,,,"Dec 20, 2022","Classic arcade pinball action in the palm of your hands. With multiple Pinball Heroes pinball tables to download - each one based off of a different hit Playstation franchise - you'll always have a new challenge to conquer. So whether youre a casual gamer or a true pinball wizard, Pinball Heroes for the PSP gives you authentic arcade pinball experience - anytime and anywhere.",https://www.metacritic.com/game/pinball-heroes/
bullet beat,Xbox One,TheXboxHub,Critic,"At the end of the day, you get what you pay for in life, and with Bullet Beat on Xbox One costing very little it is just a tiny amount of gaming satisfaction that you will discover in return. There is nothing wrong with it per se, except for the fact that things are over fairly swiftly; there is absolutely no reason to go back in for a second, third or twentieth attempt.","May 23, 2020",50,"Dec 20, 2022","Bullet Beat is a shoot'em up, where everything at the levels is in tune with the music, even shooting. You can also upload your track and enjoy the experimental generated levels! Keep the combo to get stronger!",https://www.metacritic.com/game/bullet-beat/
bullet beat,,,User,,,,"Dec 20, 2022","Bullet Beat is a shoot'em up, where everything at the levels is in tune with the music, even shooting. You can also upload your track and enjoy the experimental generated levels! Keep the combo to get stronger!",https://www.metacritic.com/game/bullet-beat/
thems fightin herds additional character 1 texas,PlayStation 5,Gamers' Temple,Critic,"Texas’ stage is a desert area with a surrounding caravan. It has some great scenery of rock formations behind the caravan and is quite colorful and bright. Texas is one heck of a fighter. This bull combines heavy damage, good range, and fast movement into one huge bull that can definitely take a hit. His main flaws are his slow attacks and (of course) he is one big target. Texas is a fantastic first character for the season pass. Let’s hope the fighters that follow are just as good!","Feb 20, 2023",90,,,
thems fightin herds additional character 1 texas,,,User,,,,,,
hakosan,,,Critic,,,tbd,"Dec 19, 2022","This is a puzzle game where the goal is to bring three little friends to the place where they should be.

Features:

- 50 levels
- you can turn on a level solution
- unique puzzle system",https://www.metacritic.com/game/hakosan/
hakosan,,,User,,,,"Dec 19, 2022","This is a puzzle game where the goal is to bring three little friends to the place where they should be.

Features:

- 50 levels
- you can turn on a level solution
- unique puzzle system",https://www.metacritic.com/game/hakosan/
mermaidio 3,,,Critic,,,tbd,"Dec 19, 2022",Mermaidio is relaxing 2D runner. Swim through the dangerous underwater world. Avoid or defeat enemies and collect lots of points! Watch out for sharks!,https://www.metacritic.com/game/mermaidio-3/
mermaidio 3,,,User,,,,"Dec 19, 2022",Mermaidio is relaxing 2D runner. Swim through the dangerous underwater world. Avoid or defeat enemies and collect lots of points! Watch out for sharks!,https://www.metacritic.com/game/mermaidio-3/
marsis adventures,,,Critic,,,tbd,,,
marsis adventures,,,User,,,,,,
magma,,,Critic,,,tbd,"Dec 19, 2022","Fight your way out from Core Station in the depths of the Earth's Crust, back to the surface 30 miles above and bring help for all those trapped below.
Upgrade your ship and weapons as you go. Get new blueprints for upgrades from the boffins at Core Station. You'll need everything they can give you to fight off the Drones who have inundated the tunnels.
Each run is procedurally generated, new and unexpected challenges every playthrough. Featuring thumping music to shoot to!",https://www.metacritic.com/game/magma/
magma,,,User,,,,"Dec 19, 2022","Fight your way out from Core Station in the depths of the Earth's Crust, back to the surface 30 miles above and bring help for all those trapped below.
Upgrade your ship and weapons as you go. Get new blueprints for upgrades from the boffins at Core Station. You'll need everything they can give you to fight off the Drones who have inundated the tunnels.
Each run is procedurally generated, new and unexpected challenges every playthrough. Featuring thumping music to shoot to!",https://www.metacritic.com/game/magma/
pammy project summer ice pinball,,,Critic,,,tbd,,,
pammy project summer ice pinball,,,User,,,,,,
zj the ball special,,,Critic,,,tbd,"Dec 18, 2022",ZJ the Ball Special,https://www.metacritic.com/game/zj-the-ball-special/
zj the ball special,,,User,,,,"Dec 18, 2022",ZJ the Ball Special,https://www.metacritic.com/game/zj-the-ball-special/
the elephant e,,,Critic,,,tbd,"Dec 17, 2022",The clicking adventure you and your friends need. Eat grass with the main hero of the game The Elephant E and eat all the grass in the world!,https://www.metacritic.com/game/the-elephant-e/
the elephant e,,,User,,,,"Dec 17, 2022",The clicking adventure you and your friends need. Eat grass with the main hero of the game The Elephant E and eat all the grass in the world!,https://www.metacritic.com/game/the-elephant-e/
manny boxing vr,,,Critic,,,tbd,"Dec 17, 2022","Manny Pacquiao is the only eight-division world champion in the history of boxing and has won twelve major world titles. Enjoy boxing with world-renowned boxing star, Manny Pacquiao! Realistic physics, immersive sound, and fluid animation make you feel like you're really in the Boxing ring.",https://www.metacritic.com/game/manny-boxing-vr/
manny boxing vr,,,User,,,tbd,"Dec 17, 2022","Manny Pacquiao is the only eight-division world champion in the history of boxing and has won twelve major world titles. Enjoy boxing with world-renowned boxing star, Manny Pacquiao! Realistic physics, immersive sound, and fluid animation make you feel like you're really in the Boxing ring.",https://www.metacritic.com/game/manny-boxing-vr/
stroke the cow,,,Critic,,,tbd,"Dec 17, 2022","Those that live out in the country know what cows are, they have probably seen one before. For those living in the cities, they are but a fantasy, a fleeting dream to see one that will most likely never be realised.

Now that dream can come to your big screen. Stroke the cow.",https://www.metacritic.com/game/stroke-the-cow/
stroke the cow,,,User,,,,"Dec 17, 2022","Those that live out in the country know what cows are, they have probably seen one before. For those living in the cities, they are but a fantasy, a fleeting dream to see one that will most likely never be realised.

Now that dream can come to your big screen. Stroke the cow.",https://www.metacritic.com/game/stroke-the-cow/
elves jigsaw puzzle collection,,,Critic,,,tbd,"Dec 16, 2022","Solve puzzles with the cutest pictures by relocating, rotating, or swapping different tiles. A relaxing game for anyone who loves jigsaw puzzles. Explore the small endearing castle full of paintings of elf girls, and enjoy the tranquility of the 3D map as you get ready to begin each new puzzle.

The game offers a “random mode” that unlocks once you complete all puzzles.

Features:
* Image matching puzzle gameplay
* Beautiful art
* 26 levels + 2 random modes
* Image gallery",https://www.metacritic.com/game/elves-jigsaw-puzzle-collection/
elves jigsaw puzzle collection,,,User,,,,"Dec 16, 2022","Solve puzzles with the cutest pictures by relocating, rotating, or swapping different tiles. A relaxing game for anyone who loves jigsaw puzzles. Explore the small endearing castle full of paintings of elf girls, and enjoy the tranquility of the 3D map as you get ready to begin each new puzzle.

The game offers a “random mode” that unlocks once you complete all puzzles.

Features:
* Image matching puzzle gameplay
* Beautiful art
* 26 levels + 2 random modes
* Image gallery",https://www.metacritic.com/game/elves-jigsaw-puzzle-collection/
the jumping cookie,,,Critic,,,tbd,"Dec 16, 2022",Join BIG C on his exciting journey through the kitchen and make him jump! Enjoy the colorful comic graphics accompanied by atmospheric music.,https://www.metacritic.com/game/the-jumping-cookie/
the jumping cookie,,,User,,,,"Dec 16, 2022",Join BIG C on his exciting journey through the kitchen and make him jump! Enjoy the colorful comic graphics accompanied by atmospheric music.,https://www.metacritic.com/game/the-jumping-cookie/
megaton musashi x,,,Critic,,,tbd,"Dec 16, 2022","""Megaton-class Musashi"" has been powered up and is now available for free!

In addition to all the contents and update data of the previous work ""Megaton-class Musashi"", ""Megaton-class Musashi X (Cross)"", which adds a lot of new content such as the story, system, and aircraft, can be played as free-to-play download-only software!

Set on Earth invaded by aliens, a robot action RPG in which selected young people ride the giant robot ""Rogue"" and struggle to take back the Earth.

In addition to enjoying battles that make full use of flashy special moves with your own customized rogue, a rich story with unique characters develops!",https://www.metacritic.com/game/megaton-musashi-x/
megaton musashi x,,,User,,,,"Dec 16, 2022","""Megaton-class Musashi"" has been powered up and is now available for free!

In addition to all the contents and update data of the previous work ""Megaton-class Musashi"", ""Megaton-class Musashi X (Cross)"", which adds a lot of new content such as the story, system, and aircraft, can be played as free-to-play download-only software!

Set on Earth invaded by aliens, a robot action RPG in which selected young people ride the giant robot ""Rogue"" and struggle to take back the Earth.

In addition to enjoying battles that make full use of flashy special moves with your own customized rogue, a rich story with unique characters develops!",https://www.metacritic.com/game/megaton-musashi-x/
crime secrets crimson lily,Xbox Series X,TheXboxHub,Critic,"While Crime Secrets: Crimson Lily gets points for its absence of sticking points, and its determination to improve the deduction sequences, it keeps missing out thanks to its creaky storytelling and pervasive blandness that felt like we were being force-fed dry toast.","Dec 18, 2022",60,,,
crime secrets crimson lily,,,User,,,,,,
aery path of corruption,Xbox One,TheXboxHub,Critic,"Flying high up into the air and surveying Aery - Path of Corruption, particularly against the other EpiXR Games, we can say with confidence that it’s one of their best; the most lavish and graphically detailed of all the Aerys, and it even takes a couple of risks that work.","Dec 18, 2022",70,,,
aery path of corruption,,,User,,,,,,
quantum storm,,,Critic,,,tbd,"Dec 16, 2022","The Quantum Computer has become self-aware!
Destroy its image library before it learns enough to take over the world...

Breakout Arcade Game with 300 retro levels prepared by Clive Townsend, famous 8-bit game designer.

Main features:
- 300 unique levels
- 10 unique rackets
- 21 unique upgrades
- 7 language versions
- high scores leaderboard",https://www.metacritic.com/game/quantum-storm/
quantum storm,,,User,,,,"Dec 16, 2022","The Quantum Computer has become self-aware!
Destroy its image library before it learns enough to take over the world...

Breakout Arcade Game with 300 retro levels prepared by Clive Townsend, famous 8-bit game designer.

Main features:
- 300 unique levels
- 10 unique rackets
- 21 unique upgrades
- 7 language versions
- high scores leaderboard",https://www.metacritic.com/game/quantum-storm/
kamikaze veggies,Xbox Series X,TheXboxHub,Critic,"It’s easy to dismiss Kamikaze Vegetables, as it isn’t abundantly understandable what it’s trying to do, nor is it the prettiest peach. So lettuce be clear: this is Metal Gear Solid but with the ability to strap yourself to a firework and fire yourself at an enemy, exploding in a fountain of vegetable chunks. Which, we think you’ll agree, puts it in contention for game of the year already.","Jan 18, 2023",80,"Dec 16, 2022","Red, communist vegetables want to take control over the world. Only a special squad of veggies - warriors can stop them.

If you like absurd humor and a breath of adventure on your back, then you've come to the right place!

A stealth adventure game with an absurd-driven story and third-person perspective for a single-player or co-op. Complete secret war missions, solve the showy puzzles, and save the veggies world!",https://www.metacritic.com/game/kamikaze-veggies/
