Date,Title,Author,Game Title,Comment Count,Link
"May 25, 2023",,Jon Bolding,GameAlone in the Dark,44,https://www.ign.com/articles/alone-in-the-dark-the-first-preview
"May 25, 2023",,Brian Barnett,GameWorld Championship Boxing Manager 2,0,https://www.ign.com/articles/world-championship-boxing-manager-2-developer-interview-experience-the-journeys-of-classic-boxers
"May 25, 2023",,Logan Plant,GameMarathon,7,https://www.ign.com/articles/marathon-bungie-hid-a-ton-of-secrets-in-reveal-trailer-including-a-mini-video-documentary
"May 25, 2023",,Matt Purslow,GameWarhammer Age of Sigmar: Realms of Ruin,9,https://www.ign.com/articles/warhammer-age-of-sigmar-realms-of-ruin-announced-aaa-rts
"May 25, 2023",,Matt Kim,GameSpider-Man 2,118,https://www.ign.com/articles/marvels-spider-man-2-9-brand-new-details-from-the-gameplay-trailer
"May 25, 2023",,Justin Koreis,GameThe Lord of the Rings: Gollum,684,https://www.ign.com/articles/the-lord-of-the-rings-gollum-review
"May 25, 2023",,Robert Anderson,GamePlayStation 5,58,https://www.ign.com/articles/ps5-playstation-project-q-best-remote-play-handheld-alternatives
"May 25, 2023",,Matt Purslow,GameAssassin's Creed Mirage,90,https://www.ign.com/articles/assassins-creed-mirage-5-major-details-from-the-new-gameplay-trailer
"May 25, 2023",,Ryan Leston,GameDestiny 2,21,https://www.ign.com/articles/nathan-fillions-return-to-destiny-2-for-the-final-shape-expansion-hints-at-major-returning-character
"May 25, 2023",,Anthony Wood,GameMetal Gear Solid Δ: Snake Eater,53,https://www.ign.com/articles/konami-explains-why-theres-a-symbol-in-metal-gear-solid-3-remake
"May 25, 2023",,Ryan Dinsdale,GameMetal Gear Solid Δ: Snake Eater,608,https://www.ign.com/articles/microsoft-makes-clear-that-a-dozen-playstation-showcase-games-are-also-coming-to-xbox
"May 24, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/god-tier-deal-255-axed-off-the-ps5-console-ragnarok-bundle-pack-and-more-aussie-bargains
"May 24, 2023",,George Yang,GameAlan Wake 2,222,https://www.ign.com/articles/alan-wake-2-will-be-digital-only-to-keep-price-below-70
"May 24, 2023",,Kat Bailey,GameMetal Gear Solid Δ: Snake Eater,130,https://www.ign.com/articles/metal-gear-solid-3-remake-also-confirmed-for-xbox-and-pc
"May 24, 2023",,Kat Bailey,GameMetal Gear Solid Δ: Snake Eater,114,https://www.ign.com/articles/metal-gear-solid-3-remake-screenshots
"May 24, 2023",,Matt Kim,GameMetal Gear Solid Δ: Snake Eater,52,https://www.ign.com/articles/metal-gear-solid-delta-snake-eater-11-details-you-may-have-missed-in-the-trailer
"May 24, 2023",,Taylor Lyles,GameConcord,19,https://www.ign.com/articles/concord-is-the-first-game-from-developer-firewalk-studios
"May 24, 2023",,Rebekah Valentine,GameSpider-Man 2,153,https://www.ign.com/articles/spider-man-2-gets-a-10-minute-gameplay-demo-at-playstation-showcase-featuring-kraven-the-hunter
"May 24, 2023",,Amelia Zollner,GameMarathon,152,https://www.ign.com/articles/bungie-reveals-new-marathon-game-at-playstation-showcase
"May 24, 2023",,Jacqueline Thomas,GamePlayStation 5,777,https://www.ign.com/articles/sony-announces-playstation-handheld-to-put-nvidia-shield-to-shame
"May 24, 2023",,Amelia Zollner,GameRevenant Hill,3,https://www.ign.com/articles/revenant-hill-is-the-next-game-from-night-in-the-woods-creators
"May 24, 2023",,Alex Stedman,TechPS VR2,25,https://www.ign.com/articles/resident-evil-4-remakes-psvr-2-mode-unveils-new-gameplay-footage
"May 24, 2023",,Taylor Lyles,GameGranblue Fantasy: Relink,4,https://www.ign.com/articles/granblue-fantasy-relink-arrives-this-winter
"May 24, 2023",,Rebekah Valentine,GameFive Nights at Freddy's Help Wanted 2,6,https://www.ign.com/articles/five-nights-at-freddys-help-wanted-2-announced-for-release-this-year
"May 24, 2023",,Alex Stedman,GameAssassin's Creed Mirage,43,https://www.ign.com/articles/assassins-creed-mirage-gets-release-date-new-trailer
"May 24, 2023",,Rebekah Valentine,GameAlan Wake 2,36,https://www.ign.com/articles/alan-wake-2-trailer-debuts-at-playstation-showcase
"May 24, 2023",,Amelia Zollner,GamePhantom Blade Zero,36,https://www.ign.com/articles/phantom-blade-0-announced-at-playstation-showcase
"May 24, 2023",,Kat Bailey,GameMetal Gear Solid Δ: Snake Eater,459,https://www.ign.com/articles/metal-gear-solid-3-remake-announced-playstation-showcase
"May 24, 2023",,Kat Bailey,GameGhostrunner 2,3,https://www.ign.com/articles/ghostrunner-2-reveals-vehicular-combat-in-first-look-trailer-playstation-showcase
"May 24, 2023",,Alex Stedman,GameHelldivers,10,https://www.ign.com/articles/helldivers-2-announced-for-later-this-year
"May 24, 2023",,Rebekah Valentine,GameFairgame$,50,https://www.ign.com/articles/fairgame-is-the-first-game-from-jade-raymonds-haven-studios
"May 24, 2023",,Logan Plant,GameAlan Wake 2,24,https://www.ign.com/articles/playstation-showcase-2023-everything-announced
"May 24, 2023",,Rebekah Valentine,GameDead Island 2,13,https://www.ign.com/articles/embracer-group-sees-major-partnership-deal-fall-through-last-minute
"May 24, 2023",,George Yang,GamePrince of Persia: Sands of Time Remake,63,https://www.ign.com/articles/prince-of-persia-remake-in-conception-phase-wont-be-at-ubisoft-forward
"May 24, 2023",,Anthony Wood,GameCompany of Heroes 3,11,https://www.ign.com/articles/sega-lays-off-121-staff-at-relic-entertainment
"May 24, 2023",,George Yang,GameStreet Fighter 6,2,https://www.ign.com/articles/street-fighter-6-partners-with-chipotle-to-give-out-fighter-coins-chips-and-guac
"May 24, 2023",,Ryan Dinsdale,GamePlayStation 5,155,https://www.ign.com/articles/sony-expects-ps5-sales-to-begin-outpacing-ps4-by-end-of-2023
"May 24, 2023",,Ryan Dinsdale,TechPS VR2,280,https://www.ign.com/articles/playstation-vr2-has-strong-launch-despite-reports-outselling-original-psvr
"May 23, 2023",,Miranda Sanchez,GameMortal Kombat 1,84,https://www.ign.com/articles/what-xboxs-fall-2023-looks-like-so-far-unlocked-596
"May 23, 2023",,Logan Plant,GameThe Lord of the Rings: Gollum,80,https://www.ign.com/articles/the-entirety-of-lord-of-the-rings-gollum-leaks-on-youtube-ahead-of-release
"May 23, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/streeties-6-rrps-punched-down-to-size-ultimate-editions-for-way-below-standard-and-more-aussie-deals
"May 23, 2023",,Adam Bankhurst,GameFinal Fantasy XVI,20,https://www.ign.com/articles/playstation-showcase-may-2023-how-to-watch-and-what-to-expect
"May 23, 2023",,Anthony Wood,GameDestiny 2,115,https://www.ign.com/articles/destiny-2-reveals-god-of-war-ghost-of-tsushima-and-horizon-outfits-for-new-season
"May 23, 2023",,Jon Bolding,GameWarhammer 40K: Boltgun,154,https://www.ign.com/articles/warhammer-40000-boltgun-review
"May 23, 2023",,Gabriel Moss,GameAfter Us,6,https://www.ign.com/articles/after-us-review
"May 22, 2023",,IGN Global Studios,GameAce Racer,4,https://www.ign.com/articles/all-19-games-revealed-at-netease-connect-2023-justice-mobile-ashfall-and-beyond
"May 22, 2023",,Logan Plant,GameSpider-Man 2,77,https://www.ign.com/articles/spider-man-2-co-op-seemingly-teased-by-voice-actor-insomniac-says-its-not-happening
"May 22, 2023",,Cristina Alexander,GameMortal Kombat 1,125,https://www.ign.com/articles/mortal-kombat-1-will-perform-a-fatality-on-your-hard-drive
"May 22, 2023",,Will Borger,GameStar Trek Resurgence,154,https://www.ign.com/articles/star-trek-resurgence-review
"May 22, 2023",,Grant Stoner,GameFinal Fantasy VII Remake,448,https://www.ign.com/articles/experts-explain-why-so-many-games-are-launching-broken-on-pc
"May 22, 2023",,George Yang,GameFinal Fantasy XVI,143,https://www.ign.com/articles/final-fantasy-16-director-maybe-its-time-to-remove-the-numbers-from-the-title
"May 22, 2023",,Adele Ankers-Range,GameFortnite,4,https://www.ign.com/articles/fortnite-miles-morales-spider-man-across-the-spider-verse
"May 22, 2023",,IGN Global Studios,GameWarhammer 40K: Darktide,2,https://www.ign.com/articles/how-to-watch-warhammer-skulls-2023-announcement-showcase
"May 22, 2023",,Ryan Dinsdale,GameAEW: Fight Forever,58,https://www.ign.com/articles/aew-fight-forever-launches-next-month
"May 22, 2023",,Esra Krabbe,GameFinal Fantasy XVI,19,https://www.ign.com/articles/chocobos-are-called-horses-in-final-fantasy-xvi-japanese-version
"May 22, 2023",,Simon Cardy,GameFinal Fantasy XVI,488,https://www.ign.com/articles/final-fantasy-16-first-four-hours-preview
"May 22, 2023",,Esra Krabbe,GameFinal Fantasy XVI,43,https://www.ign.com/articles/how-final-fantasy-xvis-developers-excluded-mini-games-to-maximize-immersion
"May 22, 2023",,Esra Krabbe,GameDragon Quest V,0,https://www.ign.com/articles/final-fantasy-xvi-story-inspired-by-dragon-quest-v
"May 22, 2023",,Esra Krabbe,GameDark Souls,4,https://www.ign.com/articles/how-final-fantasy-xvis-item-text-was-inspired-by-fromsoftware-games-like-dark-souls
"May 22, 2023",,Ryan Dinsdale,TV ShowObi-Wan Kenobi,147,https://www.ign.com/articles/natalie-portman-is-up-for-returning-to-star-wars-as-padm
"May 21, 2023",,Adam Bankhurst,GameARC Raiders,29,https://www.ign.com/articles/arc-raiders-has-changed-from-a-co-op-pve-game-to-a-pvpve-survival-extraction-shooter
"May 21, 2023",,Jordan Sirani,GameResident Evil 4,118,https://www.ign.com/articles/resident-evil-games-in-order
"May 21, 2023",,Adam Bankhurst,GameAlan Wake 2,82,https://www.ign.com/articles/alan-wake-voice-actor-says-alan-wake-2-is-supposed-to-come-out-in-october
"May 20, 2023",,Rebekah Valentine,GameNier: Automata,37,https://www.ign.com/articles/the-nier-automata-mod-that-fooled-the-world-ign-inside-stories
"May 20, 2023",,Adam Bankhurst,GameDiablo 4,39,https://www.ign.com/articles/blizzard-reveals-diablo-4-will-have-over-50-individual-accessibility-features
"May 19, 2023",,Rebekah Valentine,GameCall of Duty: Modern Warfare II,415,https://www.ign.com/articles/china-approves-microsofts-acquisition-of-activision-blizzard
"May 19, 2023",,Cristina Alexander,GamePlayStation 5,398,https://www.ign.com/articles/playstation-ceo-sony-is-sticking-to-its-current-pc-strategy-for-ps5-exclusives
"May 19, 2023",,Adam Bankhurst,GameDead by Daylight,4,https://www.ign.com/articles/dead-by-daylight-7th-anniversary-stream-everything-announced
"May 19, 2023",,Adam Bankhurst,GameDead by Daylight,10,https://www.ign.com/articles/dead-by-daylight-spin-offs-announced
"May 19, 2023",,Travis Northup,GameDestiny 2,6,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-may-19-23
"May 19, 2023",,Kat Bailey,GameOverwatch 2,53,https://www.ign.com/articles/overwatch-2-director-pve-hero-mode
"May 19, 2023",,George Yang,GameMortal Kombat 1,341,https://www.ign.com/articles/mortal-kombat-1-dlc-characters-seemingly-leaked-by-amazon-listing
"May 19, 2023",,Luke Reilly,GameLEGO 2K Drive,53,https://www.ign.com/articles/lego-2k-drive-review
"May 19, 2023",,Null,GameWonderful 101: Remastered,4,https://www.ign.com/articles/the-wonderful-101-remastered-gets-free-dlc-shadow-drop-today
"May 18, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/two-free-aaa-games-350-off-a-serious-steam-deck-rival-and-more-aussie-deals
"May 18, 2023",,Taylor Lyles,GameStray Gods,17,https://www.ign.com/articles/humble-games-showcase-2023-everything-announced
"May 18, 2023",,George Yang,GameFortnite,7,https://www.ign.com/articles/epic-games-store-launches-rewards-program
"May 18, 2023",,Rebekah Valentine,GameI Am Bread,2,https://www.ign.com/articles/surgeon-simulator-i-am-bread-developer-announces-next-game-lost-skies
"May 18, 2023",,Taylor Lyles,TechPlayStation 5 Access Controller,1,https://www.ign.com/articles/playstations-accessibility-controller-gets-more-details-and-official-name
"May 18, 2023",,Ryan Dinsdale,GameStar Wars Jedi: Survivor,3,https://www.ign.com/articles/star-wars-jedi-survivor-players-are-recreating-the-franchises-most-iconic-lightsabers
"May 18, 2023",,Ryan Leston,GameHogwarts Legacy,61,https://www.ign.com/articles/hogwarts-legacy-datamine-reveals-morality-system-where-unforgivable-curses-came-with-a-cost
"May 18, 2023",,Anthony Wood,GameStar Wars Jedi: Survivor,46,https://www.ign.com/articles/star-wars-jedi-survivor-patch-notes-brings-more-fixes-to-pc
"May 18, 2023",,Ryan Dinsdale,GameMortal Kombat 1,186,https://www.ign.com/articles/mortal-kombat-12-revealed-as-mortal-kombat-1
"May 18, 2023",,Taylor Lyles,GameDeathloop,30,https://www.ign.com/articles/gears-5-coming-to-geforce-now-as-xbox-10-year-deal-with-nvidia
"May 18, 2023",,Ryan Dinsdale,GameLords of the Fallen,26,https://www.ign.com/articles/lords-of-the-fallen-arrives-this-october
"May 18, 2023",,Robert Anderson,GamePlayStation 5,0,https://www.ign.com/articles/uk-daily-deals-amazing-deal-ps5-gift-card-new
"May 17, 2023",,The Best Gaming Deals In Australia,Null,0,https://www.ign.com/articles/the-deepest-discounts-on-diablo-iv-jedi-survivor-zelda-totk-lego-drive-and-more-aussie-deals
"May 17, 2023",,Destin Legarie,GameStarfield,48,https://www.ign.com/articles/xboxs-activision-blizzard-deal-greenlit-in-eubut-its-not-over-yet-unlocked-595
"May 17, 2023",,Rebekah Valentine,GameGTA 5,94,https://www.ign.com/articles/take-two-boss-supportive-of-microsoft-activision-deal-whats-good-for-them-is-good-for-the-industry
"May 17, 2023",,Kat Bailey,GameBioShock 4,31,https://www.ign.com/articles/take-two-cancels-several-unannounced-games-quietly-delays-others
"May 17, 2023",,Rebekah Valentine,GameGTA 6,472,https://www.ign.com/articles/gta-6-might-be-coming-out-as-soon-as-next-year
"May 17, 2023",,Rebekah Valentine,GameGTA 6,3,https://www.ign.com/articles/take-twos-coming-year-includes-16-games-including-a-new-ip-from-a-premier-studio
"May 17, 2023",,Cristina Alexander,GameSonic Frontiers,185,https://www.ign.com/articles/sega-is-considering-a-price-increase-to-70-in-line-with-nintendo-ubisoft-and-other-publishers
"May 17, 2023",,Adam Bankhurst,GameDead by Daylight,27,https://www.ign.com/articles/nicolas-cage-is-playing-himself-in-dead-by-daylight
"May 17, 2023",,Rebekah Valentine,GameDiablo 4,28,https://www.ign.com/articles/blizzcon-2023-to-be-held-in-person-for-the-first-time-in-four-years
"May 17, 2023",,Ryan Dinsdale,GameStar Wars Jedi: Survivor,42,https://www.ign.com/articles/star-wars-jedi-survivor-became-aprils-best-selling-game-in-only-2-days
"May 17, 2023",,Ryan Dinsdale,GameSpider-Man 2,23,https://www.ign.com/articles/sony-announces-playstation-showcase-for-next-week
"May 17, 2023",,Ryan Leston,GameCall of Duty: Modern Warfare II,140,https://www.ign.com/articles/call-of-duty-devs-respond-to-backlash-over-modern-warfare-2s-santa-sena-border-crossing-map
"May 16, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/save-100-on-a-ps5-console-up-to-420-off-some-ea-mega-bundles-and-more-aussie-deals
"May 16, 2023",,Cristina Alexander,GameTales of Symphonia Remastered,33,https://www.ign.com/articles/tales-of-symphonia-remastered-finally-getting-a-patch-but-fans-still-arent-happy
"May 16, 2023",,Logan Plant,GameOverwatch 2,297,https://www.ign.com/articles/overwatch-2-pve-hero-mode-canceled-a-difficult-choice
"May 16, 2023",,Rebekah Valentine,GameAssassin's Creed Mirage,450,https://www.ign.com/articles/ubisofts-looks-to-assassins-creed-for-future-salvation-amid-challenging-year
"May 16, 2023",,Nick Maillet,GameVR Skater,43,https://www.ign.com/articles/vr-skater-preview-skate-like-a-pro-on-psvr2-without-the-pain-of-falling
"May 16, 2023",,Jesse Schedeen,GameSystem Shock,6,https://www.ign.com/articles/the-art-of-system-shock-dark-horse-books-nightdive-studios
"May 16, 2023",,Anthony Wood,GameStray,186,https://www.ign.com/articles/stray-could-be-coming-to-xbox-following-esrb-rating
"May 15, 2023",,Kat Bailey,GameCrash Bandicoot,45,https://www.ign.com/articles/brendan-obrien-the-original-voice-of-crash-bandicoot-dies-at-60
"May 15, 2023",,George Yang,GameLayers of Fear [2023],6,https://www.ign.com/articles/layers-of-fear-release-date-officially-revealed
"May 15, 2023",,Gabriel Moss,GameHumanity,129,https://www.ign.com/articles/humanity-review
"May 15, 2023",,Kazuma Hashimoto,GameDiablo 4,14,https://www.ign.com/articles/diablo-4-how-blizzard-created-the-best-and-worst-mom-with-lilith
"May 15, 2023",,Ryan Dinsdale,Null,26,https://www.ign.com/articles/fear-fest-returns-this-september-with-first-ever-horror-games-awards
"May 15, 2023",,Simon Cardy,GameFar Cry 2,108,https://www.ign.com/articles/10-best-games-with-weapon-durability
"May 14, 2023",,Adam Bankhurst,GameFortnite,16,https://www.ign.com/articles/fortnite-ranked-play-is-finally-coming-to-battle-royale-and-zero-build-in-upcoming-v2440-patch
"May 14, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/70-booted-off-fifa-23-a-69-buck-diablo-iv-gotham-knights-under-40-and-more-aussie-deals
"May 13, 2023",,Matt Purslow,GameAssassin's Creed Unity,80,https://www.ign.com/articles/from-tears-of-the-kingdom-to-grand-theft-auto-how-open-worlds-set-us-free
"May 12, 2023",,Ryan Leston,GameOpen Roads,20,https://www.ign.com/articles/open-roads-team-splits-from-fullbright-after-toxic-workplace-allegations
"May 12, 2023",,Andrea Shearon,GameMortal Kombat 1,70,https://www.ign.com/articles/rumor-first-mortal-kombat-12-info-leak-ahead-of-impending-announcement
"May 12, 2023",,George Yang,GameDeviation Games Project,73,https://www.ign.com/articles/studio-working-on-secret-playstation-game-hit-by-layoffs-as-sony-reevaluates-portfolio
"May 12, 2023",,Amelia Zollner,GameFinal Fantasy XIV Online,64,https://www.ign.com/articles/square-enix-considering-creating-new-studios-and-acquiring-existing-ones
"May 12, 2023",,Kat Bailey,GameHogwarts Legacy,59,https://www.ign.com/articles/hogwarts-legacys-nintendo-switch-release-delayed
"May 12, 2023",,Travis Northup,GameDestiny 2,4,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-may-12-16
"May 12, 2023",,George Yang,GameAmnesia: The Bunker,18,https://www.ign.com/articles/amnesia-the-bunker-delayed-two-weeks
"May 12, 2023",,Hannah Hoolihan,TechPS VR2,224,https://www.ign.com/articles/playstation-vr-2-is-now-available-at-amazon
"May 11, 2023",,Luis Joshua Gutierrez,GameFallout 4,25,https://www.ign.com/articles/jack-blacks-infectious-video-game-song-features-god-of-war-red-dead-redemption-2-and-yes-mario
"May 11, 2023",,Luis Joshua Gutierrez,GameSonic Frontiers,14,https://www.ign.com/articles/youll-soon-be-able-to-go-fast-in-sonic-the-hedgehog-crocs
"May 11, 2023",,Luis Joshua Gutierrez,GameFallout 4,40,https://www.ign.com/articles/fallouts-vaults-originally-had-a-purpose-straight-out-of-starfield
"May 11, 2023",,George Yang,GameOne Piece Odyssey,1,https://www.ign.com/articles/one-piece-odysseys-reunion-of-memories-dlc-arrives-in-may
"May 10, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/last-chance-zelda-tears-of-the-kingdom-and-mothers-day-bargains-more-aussie-deals
"May 10, 2023",,Andrea Shearon,GameDiablo 4,211,https://www.ign.com/articles/diablo-4-battle-pass-pricing-season-details-revealed
"May 10, 2023",,Rebekah Valentine,GameHorizon: Burning Shores,349,https://www.ign.com/articles/why-horizon-forbidden-west-burning-shores-hugs-are-a-secret-technical-marvel
"May 10, 2023",,George Yang,GameAssassin's Creed Mirage,200,https://www.ign.com/articles/ubisoft-hit-by-more-layoffs-in-customer-service-and-elsewhere
"May 10, 2023",,Alessandro Fillari,GameMortal Kombat 11,172,https://www.ign.com/articles/mortal-kombat-12s-official-reveal-is-almost-here
"May 10, 2023",,Ryan Dinsdale,GameRatchet and Clank: Rift Apart,224,https://www.ign.com/articles/playstation-plus-games-catalogue-additions-for-may-2023-revealed
"May 10, 2023",,Robert Anderson,GameGuardians of the Galaxy,21,https://www.ign.com/articles/guardians-of-the-galaxy-is-now-70-off-and-steam-deck-verified
"May 10, 2023",,Ryan Dinsdale,GameFall Guys,1,https://www.ign.com/articles/fall-guys-getting-creative-mode-and-other-new-features-today
"May 9, 2023",,George Yang,GameHollow Knight: Silksong,100,https://www.ign.com/articles/hollow-knight-silksong-team-cherry-release-date-update
"May 9, 2023",,Rebekah Valentine,GameFIFA 23,91,https://www.ign.com/articles/ea-ceo-video-games-will-be-one-of-the-greatest-beneficiaries-of-ai
"May 9, 2023",,Ryan Leston,GameApex Legends,7,https://www.ign.com/articles/apex-legends-content-crossovers-are-not-off-the-table
"May 9, 2023",,Kat Bailey,GameFIFA 23,161,https://www.ign.com/articles/ea-ceo-activision-blizzard-deal-is-not-really-material-to-us
"May 9, 2023",,Chris Reed,GameFinal Fantasy XVI,28,https://www.ign.com/articles/ps5-console-final-fantasy-16-bundle-is-up-for-preorder
"May 9, 2023",,Rebekah Valentine,GameFIFA 23,21,https://www.ign.com/articles/fifa-23-eas-live-service-games-remain-a-money-machine-in-a-record-fourth-quarter
"May 9, 2023",,Hannah Hoolihan,GameGuardians of the Galaxy,0,https://www.ign.com/articles/best-guardians-of-the-galaxy-gift-and-merch-ideas
"May 9, 2023",,Anthony Wood,GameDestiny 2,15,https://www.ign.com/articles/bungie-wins-another-lawsuit-against-destiny-2-cheat-makers
"May 9, 2023",,George Yang,GameHorizon: Forbidden West,275,https://www.ign.com/articles/horizon-forbidden-west-sells-8-million-units-as-franchise-passes-32-million
"May 9, 2023",,Ryan Dinsdale,GameStar Wars Jedi: Survivor,121,https://www.ign.com/articles/star-wars-jedi-survivor-gets-further-bug-fixes-this-week-on-ps5-xbox-and-pc
"May 8, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/mothers-day-gift-guide-and-other-mad-may-2023-discounts
"May 8, 2023",,IGN Staff,GameFinal Fantasy XVI,11,https://www.ign.com/articles/10-upcoming-gaming-events-june-2023
"May 8, 2023",,George Yang,GameStreet Fighter 6,11,https://www.ign.com/articles/street-fighter-6-open-beta-announced-just-a-few-weeks-before-release
"May 8, 2023",,Angie Harvey,GameStar Wars Jedi: Survivor,0,https://www.ign.com/articles/dont-miss-these-secret-collectible-map-upgrades-in-star-wars-jedi-survivor
"May 7, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/75-off-aaa-triple-and-double-packs-half-off-a-ps-vr2-system-seller-and-more-aussie-deals
"May 7, 2023",,Hannah Hoolihan,GameCopoka,21,https://www.ign.com/articles/shortest-open-world-games
"May 5, 2023",,Kat Bailey,GameConcrete Genie,348,https://www.ign.com/articles/sony-studio-pixelopus-concrete-genie-shutting-down
"May 5, 2023",,Travis Northup,GameDestiny 2,2,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-may-5-9
"May 5, 2023",,Matt Purslow,GameHogwarts Legacy,411,https://www.ign.com/articles/hogwarts-legacy-has-amassed-over-1-billion
"May 5, 2023",,Simon Cardy,GameRedfall,0,https://www.ign.com/articles/ign-uk-podcast-695-redfall-from-grace
"May 4, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/catch-a-9310-pokmon-for-35-belated-digital-star-wars-bargains-and-more-aussie-deals
"May 4, 2023",,Travis Northup,GameDestiny 2,153,https://www.ign.com/articles/destiny-2-is-raising-the-price-of-its-season-pass
"May 4, 2023",,Jordan Sirani,GameDragon Quest VII,280,https://www.ign.com/articles/longest-video-games
"May 4, 2023",,Joshua Yehl,GameStar Wars Jedi: Survivor,19,https://www.ign.com/articles/star-wars-jedi-survivor-ending-explained
"May 4, 2023",,Anthony Wood,GameApex Legends,17,https://www.ign.com/articles/months-of-apex-legends-bugs-were-caused-by-a-single-line-of-code
"May 4, 2023",,Adam Bankhurst,MovieStar Wars: Attack of the Clones,321,https://www.ign.com/articles/the-most-powerful-jedi-face-off-the-winner-revealed
"May 4, 2023",,Ryan Dinsdale,TV ShowAhsoka,33,https://www.ign.com/articles/the-star-wars-canon-the-definitive-guide
"May 4, 2023",,Joshua Yehl,GameStar Wars Jedi: Survivor,36,https://www.ign.com/articles/5-things-star-wars-jedi-survivor-reveals-about-the-high-republic
"May 3, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/every-star-wars-may-the-4th-discount-and-freebie-worth-tractor-beaming-and-more-aussie-deals
"May 3, 2023",,Alex Stedman,GameDragon Age 3,164,https://www.ign.com/articles/former-dragon-age-narrative-lead-says-writers-became-quietly-resented-at-bioware
"May 3, 2023",,Matt Purslow,GameCounter-Strike: Global Offensive,128,https://www.ign.com/articles/reporters-are-using-counter-strike-to-deliver-ukraine-war-news-to-russians
"May 3, 2023",,Cristina Alexander,GameSpider-Man,54,https://www.ign.com/articles/marvels-spider-man-remastered-now-available-to-buy-standalone
"May 3, 2023",,Anthony Wood,GameF1 2022,4,https://www.ign.com/articles/f1-23-launches-in-june-with-upgraded-handling-and-story-mode
"May 3, 2023",,Hannah Hoolihan,GameImmortals of Aveum,14,https://www.ign.com/articles/immortals-of-aveum-is-out-in-july-here-are-the-preorder-bonuses
"May 2, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/ps5-console-bundle-leviathan-axed-to-799-twenty-bucks-off-switch-must-owns-and-more-aussie-deals
"May 2, 2023",,Ryan Leston,GameMidnight Suns,360,https://www.ign.com/articles/marvels-midnight-suns-switch-version-officially-canceled
"May 2, 2023",,Ryan Leston,GameTitanfall,36,https://www.ign.com/articles/titanfall-series-director-working-on-new-ip-for-respawn
"May 2, 2023",,Stella Chung,GameApex Legends,6,https://www.ign.com/articles/apex-legends-season-17-ballistic-abilities-and-all-patch-notes-explained
"May 2, 2023",,Anthony Wood,GameStar Wars Jedi: Survivor,18,https://www.ign.com/articles/star-wars-jedi-survivor-fans-love-new-froggy-character-turgle
"May 2, 2023",,Null,GameStreet Fighter 6,14,https://www.ign.com/articles/street-fighter-6-the-final-preview
"May 1, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/a-mario-and-splatoon-title-drop-below-50-save-hundreds-on-lego-star-warring-and-more-aussie-deals
"May 1, 2023",,Alessandro Fillari,GameStar Wars Jedi: Survivor,4,https://www.ign.com/articles/star-wars-jedi-survivor-brings-back-the-original-games-most-infamous-foe
"May 1, 2023",,Travis Northup,GameCall of Duty: Modern Warfare II,758,https://www.ign.com/articles/cma-says-microsoft-would-lose-substantial-money-by-making-call-of-duty-exclusive-in-all-plausible-scenarios
"May 1, 2023",,George Yang,GamePlayStation 5,131,https://www.ign.com/articles/playstations-10-live-service-games-will-be-from-different-genres-and-for-different-audiences
"May 1, 2023",,Billy Givens,GameStar Wars Jedi: Survivor,174,https://www.ign.com/articles/star-wars-jedi-survivor-has-a-new-performance-patch-for-pc-playstation-and-xbox-update-arriving-soon
"May 1, 2023",,Adam Bankhurst,GameZelda: Tears of the Kingdom,84,https://www.ign.com/articles/psa-the-legend-of-zelda-tears-of-the-kingdom-spoilers-have-begun-to-leak
"Apr 30, 2023",,Adam Bankhurst,GameSkyrim,84,https://www.ign.com/articles/skyrim-mod-uses-chatgpt-and-other-ai-tools-to-give-npcs-a-memory-and-endless-things-to-say
"Apr 30, 2023",,Adam Bankhurst,TV ShowStar Wars: Clone Wars,353,https://www.ign.com/articles/face-off-who-is-the-most-powerful-jedi
"Apr 30, 2023",,Angie Harvey,GameStar Wars Jedi: Survivor,10,https://www.ign.com/articles/psa-dont-miss-jedi-survivors-very-easy-to-miss-xp-boosts
"Apr 29, 2023",,Joshalynne,GameAnimal Crossing: New Horizons,13,https://www.ign.com/articles/best-games-like-the-sims
"Apr 29, 2023",,Simon Cardy,GameDead Island 2,12,https://www.ign.com/articles/how-dead-island-2-was-brought-back-from-the-dead-ign-inside-stories
"Apr 28, 2023",,Jarrett Green,GameStray Blade,61,https://www.ign.com/articles/stray-blade-review
