,Title,Release Date,Description,Game Link
1451,Space Gladiators,"May 4, 2023",Space Gladiators is a 2D roguelite hand-drawn platformer set in a sci-fi world. You've been captured and sent to entertain aliens on a planet called Tartarus. Fight in the gladiatorial arenas and earn your freedom!,https://www.metacritic.com/game/space-gladiators/
1452,Mia and the Dragon Princess,"May 4, 2023","Mia dreams of adventure, but her feeling of responsibility to her workmates - who have become her surrogate family - keeps her working at a job she's bored of, living a life she didn't want. When a mysterious woman turns up scared and on the run, Mia's decision to take her under her wing and try to discover her identity leads her down a path of intrigue, mystery and danger.

When a group of thugs, led by the quietly terrifying, Walsh turns up at the bar, Mia and her co-workers are taken hostage along with a group of customers. When Mia's boss, Matthew is injured, the stakes are raised and the struggle becomes real when Mia and the group end up on the run and battling for their lives.",https://www.metacritic.com/game/mia-and-the-dragon-princess/
1453,Jigsaw Puzzle Fever,"May 4, 2023","Jigsaw Puzzle Fever is a single player game that is fun for all the family. Pick one of the ten starting puzzles to get on your way.

The pieces are laid out on the screen - the player simply scrolls through the available pieces
and selects a piece.

Puzzles are grouped into levels. Once all of the initial 10 puzzles have been completed, the
next level unlocks. There are 75 puzzles in total.",https://www.metacritic.com/game/jigsaw-puzzle-fever/
1454,Marvel's Spider-Man Remastered,"May 4, 2023","Developed by my Insomniac Games teammates in collaboration with Marvel, Marvel's Spider-Man Remastered introduces you to an experienced Peter Parker who's fighting big crime and iconic villains in Marvel's New York. At the same time, he's struggling to balance his chaotic personal life and career while the fate of Marvel's New York rests upon his shoulders.

Marvel's Spider-Man Remastered on PC will include the full main story and its continued narrative in Marvel's Spider-Man: The City That Never Sleeps DLC, which features three accompanying story chapters in Peter Parker's journey along with additional missions and challenges for players to discover.",https://www.metacritic.com/game/marvels-spider-man-remastered/
1455,Kao the Kangaroo: Bend the Roo'les,"May 4, 2023","The Eternal Warrior may have been defeated, but the influence of the Eternal World remains! The largest - and grumpiest - of crabs has become infused with the power of the Eternal World. He seeks to use it to rid the island of all kangaroos and thus be able to indulge in his favorite hobby... sleeping. This power bestowed in the giant crab has granted him physical abilities that he uses to control all the crabs and small creatures around him to become... THE CRAB KING.

Only Kao has what it takes to stand up to the click-clacking menace! Will Kao be able defeat the Crab King?! Will the Enteral World ever be truly banished!?! Find it out in Kao the Kangaroo: Bend the Roo'les!",https://www.metacritic.com/game/kao-the-kangaroo-bend-the-rooles/
1456,Bubble Monsters,"May 4, 2023","Bubble Monsters is a classic bubble shoot game.
This addictive classic bubble blast match-three game comes with a cute monster graphics style,
great challenging levels and some nice special items for better game experience in harder levels.
Stylish 3D graphics, multiple environments and unique monster characters gives the game a special touch.",https://www.metacritic.com/game/bubble-monsters/
1457,Color Pals,"May 3, 2023","Welcome to the cute and satisfying world of Color Pals, where brainteasing puzzles meet simple single-screen platforming fun!

Enjoy 50 stages of hue-based trickery as you take the role of a colored cube and navigate 2D maze-like levels to reach a portal on the far side. But be careful! You can only touch walls, floors, ceilings and platforms that match your current color.

Replay stages as many times as it takes, and freely replay cleared levels any time to improve your skills!",https://www.metacritic.com/game/color-pals/
1458,Between Time: Escape Room,"May 3, 2023","You are going to travel through time to steal priceless treasures. Will you be able to make it back alive?

Between Time is an escape room that will test your skills. Travel through time, explore mysterious places around the planet, solve puzzles, decode secret codes, and find hidden objects and treasures.

Solve this mystery by traveling through time to five different places in human history. Will you be able to escape?",https://www.metacritic.com/game/between-time-escape-room/
1459,Rocket Swing,"May 3, 2023",Swing the rocket to the right direction to not hit the barriers or the stars. Fly the highest as you can.,https://www.metacritic.com/game/rocket-swing/
1460,Weeping Willow,"May 3, 2023","Weeping Willow is a kinetic visual novel in the genre of detective story, which takes place in the small medieval town of Weidendorf. This town was quarantined due to an outbreak of plague in poor neighborhoods.

The story begins with the mysterious disappearance of the husband of the main character, Baron Von Wolf. A few days later he was found in the local parish of the Scarlet Rose Order, but the baroness claims that she does not recognize her husband. Other people confirms the identity of the impostor and no one believes her. 

Because of the plague quarantine, the young Baroness is a captive of her own home and begins to seriously fear for her life. After this, a series of dramatic events unfold that will irrevocably change her life.",https://www.metacritic.com/game/weeping-willow/
1461,Grindstone,"May 3, 2023","Smash creeps to get huge combos and earn precious Grindstones in CAPY's hit puzzle-battler!
Cash in your grindstones to craft new gear and overcome devious enemies, obstacles, and boss encounters as you conquer Grindstone Mountain and prove your prowess on the daily mode leaderboards.",https://www.metacritic.com/game/grindstone/
1462,AFL 23,"May 3, 2023","AFL 23 is the most authentic video game football experience to date. Featuring the fully licensed 2023 AFL Premiership and AFL Women's competitions and over 30 detailed stadiums, it's time to play footy for real.

Build your favourite AFL or AFLW club into a footballing powerhouse in the Management Career mode, overseeing drafting and player development, you'll be in full control of your team's path to the silverware.

Create your own clubs, players and stadiums, then share them with the world online. The renowned Big Ant Studios Academy tools come to an AFL game for the first time.

Play with up to 4 local co-op players online, with crossplay enabled, to take on any challenger, anywhere.",https://www.metacritic.com/game/afl-23/
1463,Argonauts Agency: Pandora's Box,"May 3, 2023",One clear sunny morning the peace at the Argonauts Agency was disrupted by the surprise visit of Medea's Uncle Pelias the artifact Collector. He had accidentally opened up Pandora's Box in his store room unleashing a cataclysm above his home! Even Pelias himself was being followed by all the trouble and disaster of the world. Join the Argonauts and help them close Pandora's Box in this exciting time-management adventure!,https://www.metacritic.com/game/argonauts-agency-pandoras-box/
1464,Age of Wonders 4,"May 2, 2023","Age of Wonders 4 invites players to rule a fantasy realm of their own design, in a blend of strategy, role-playing, and turn-based combat. Powerful Wizard Kings have returned to the realms to reign as gods among mortals, and players will rise to challenge their rule using Tomes of Magic to unleash arcane destruction and evolve their armies, gaining new abilities and forms. For the first time in the series, players can create their own custom factions, and leave their mark on countless worlds through each choice they make.  Create the Empire of Your Wildest Fantasies: Craft your followers by combining bodily forms, societal traits, and arcane powers. Build anything from a clan of cannibal halflings to mystic moon elves, or recreate your favourite fantasy tropes. Seek powerful tomes of magic to enchant your armies and see your people physically change as they morph into angelic beings or scions of chaos to face their enemies. Strategy Meets Role-Playing Like Never Before: Every choice opens up new possibilities and tactical advantages; deep, multilayered strategy allows you to try new tactics or explore new powers at every turn. Tactical turn-based battles bring your armies to life, from skirmishes with roaming monsters to vast sieges with many units on each side. Write Your Own Legend: A new event system provides unexpected levels of storytelling for 4X games. See your decisions shape the world around you as you seek glory through brutal domination, cunning alliances, or ultimate arcane knowledge. Your own creations may even appear as potential rivals or allies in subsequent games, as you experience the next chapter in your own story.  Make Your Mark on a Vast, Reactive World: Explore a new realm in each session – or create your own! Challenge new variations and combinations of locations and features, from frozen wastelands ruled by ice queens to desolated ruins where dragons roam. With a tremendous variety of empires, units, and environments to keep the game endlessly replayable, Age of Wonders is more open-ended – and mod-friendly – than ever before in the series’ history. [Paradox Interactive]",https://www.metacritic.com/game/age-of-wonders-4/
1465,The Trap: Winter,"May 2, 2023","The Trap: Winter - The game is a winter season.

GAMEPLAY
Milka Yotova was 7 years old and her father Alexander Yotov left for her. And he works there in Buzludzha is a Communist party, and his colleague Denislav Pavlov is murdered with his father. The reason that Alexander has secret special injections to protect a ""zombie infection"". Denislav failed to find. Twenty years later, Milka became an agent, but Denislav followed her because of her relationship with her father and kidnapped her and brought her to Buzludzha where she was trapped. She struggles with herself and risk of a zombie infection.",https://www.metacritic.com/game/the-trap-winter/
1466,Tecmo Knight,"May 2, 2023","""TECMO KNIGHT"" is an action game released by TECMO in 1989.
Take control of two demon messengers who are determined to face fire-breathing beasts, shaking ground, and demon-inhabited wastelands, and face the cursed battles that unfold furiously.",https://www.metacritic.com/game/tecmo-knight/
1467,Stroke The Beaver,"May 1, 2023","Beavers are interesting creatures, they are both wet and furry, due to being in the water so much. Many of us have never stroked one before, but now if your chance to touch one for the first time. Well, you can't really touch one, but you can at least make it look like you have a beaver in your very own home.",https://www.metacritic.com/game/stroke-the-beaver/
1468,Final Fantasy Pixel Remaster: FF35th Anniversary Edition,"Apr 30, 2023","This highly anticipated set includes the physical packaged version of FINAL FANTASY I-VI COLLECTION (PS4 or NSW), the Anniversary Edition GOODS BOX which contains a vinyl record set featuring newly arranged game music, a specially compiled artbook showcasing beautiful character pixel art, and 8 stylised pixel art character figures, and a bonus lenticular sleeve for the game package.",https://www.metacritic.com/game/final-fantasy-pixel-remaster-ff35th-anniversary/
1469,Super Kids Racing - Snow Edition,"Apr 30, 2023",Super Kids Racing : Snow Edition offers wide variety of challenges with many different types of vehicles to choose from. Players will love to complete these challenges with their friends in split-screen multiplayer mode.,https://www.metacritic.com/game/super-kids-racing-snow-edition/
1470,Deathwish Enforcers,"Apr 28, 2023","It's 1969 and crime is running rampant! Join the Deathwish Enforcers squad and take crime down a notch! 

1-4 player single screen co-op action! Meet happy hookers, flashers and drug dealers! Invade porn shoots, satanic rituals and volcanic evil lairs! Stop the evil syndicate at all costs!",https://www.metacritic.com/game/deathwish-enforcers/
1471,Star Wars Jedi: Survivor,"Apr 28, 2023","Star Wars Jedi: Survivor picks up five years after the events of Star Wars Jedi: Fallen Order. Cal must stay one step ahead of the Empire's constant pursuit as he continues to feel the weight of being one of the last remaining Jedi in the galaxy. Developed by the veteran team at Respawn Entertainment, Jedi: Survivor will expand upon iconic Star Wars stories, worlds, and characters, and thrilling combat first experienced in Jedi: Fallen Order.",https://www.metacritic.com/game/star-wars-jedi-survivor/
1472,Nuclear Blaze,"Apr 28, 2023","The world is burning.

Well, not exactly, but the whole region is.

As a trained firefighter, you're being air-dropped right in the middle of this hell blaze to investigate and look for survivors. But the unexpected presence of an unknown military facility might somewhat affect your plans.

Nuclear Blaze is a unique 2D firefighting game from the creator of Dead Cells, with all the devastating backdrafts, exploding walls and sprinklers you could expect. Fight your way through a mysterious facility and try to keep the blaze under control.",https://www.metacritic.com/game/nuclear-blaze/
1473,Varney Lake,"Apr 28, 2023","What really happened at Varney Lake?
1954. During the long, hot summer, Jimmy, Doug and Christine are spending their fourth vacation together at Varney Lake. Teenage crushes, pranks and card tricks, long days of adventure, a pipe dream of saving the local drive-in from demolition; they’re kids, coming of age.

Until they find the Vampire.

1981. Lou Hill, paranormal investigator, has a lead on a mind-blowing case. Will he be able to convince the now 40-something Christine and Jimmy to tell him the truth about that Summer? Do they even know themselves?

And what really happened to Doug?

The follow-up to Mothmen 1966
Varney Lake is the second of the Pixel Pulps; a new series of interactive adventures created by novelist Nico Saraintaris and artist Fernando Martinez Ruppel. Pixel Pulps tell gripping stories inspired by mid-20th century pulp fiction and illustrated by 80s home computer-inspired graphics. The Pixel Pulps Collection comprises three games: Mothmen 1966, Varney Lake, and Bahnsen Knights.

Varney Lake is for anyone who enjoys fine storytelling and engaging puzzles:

- Search for the truth in the nostalgic, branching narrative
- Immerse yourself in the story with its rich, evocative illustrations
- Witness the fate of Varney Lake’s characters in ‘Choose Your Own Adventure’ style gameplay
- Solve accessible, brain-tickling puzzles
- Learn more about Lou Hill, the Pixel Pulps’ recurring investigator",https://www.metacritic.com/game/varney-lake/
1474,Minabo - A walk through life,"Apr 28, 2023","Minabo - A walk through life is a social simulation game where you walk the path of life while your turnip grows and thrives (or not) in its social relationships.

In Minabo - A walk through life, no two lives are the same and when they end, every one of them will generate a summary that you can share with your friends.

What would you change from your past? What would life have been if you weren't rude to that one friend of your childhood? What if you spent more time with your family? Minabo - A walk through life will allow you to discover the answers if you decide to go back in time instead of starting a new life.",https://www.metacritic.com/game/minabo-a-walk-through-life/
1475,Gematombe,"Apr 28, 2023","Gematombe is an action-puzzle-vs-game where you can play one-on-one matches against your friends or the computer.

Launch the ball to hit and break consecutive gems of the same color to achieve incredible chain reactions! Maximize your chain combos and clear your screen area of gems and win with a GEMATOMBE!

Blast through more than 60 levels packed with puzzle action and adventure. Help Pandora, the all-gifted heroine, in her wonderful adventure to capture all the evils that were released in our world!",https://www.metacritic.com/game/gematombe/
1476,Fran Bow,"Apr 28, 2023","Fran Bow is a creepy adventure game that tells the story of Fran, a young girl struggling with a mental disorder and an unfair destiny.",https://www.metacritic.com/game/fran-bow/
1477,Bramble: The Mountain King,"Apr 28, 2023","Bramble The Mountain King takes you on a gripping and unsettling journey through stunning environments. Take on the role of Olle, a young boy setting off to rescue his sister, kidnapped by a dreaded troll.

Not everything in Bramble is exactly how it seems - in this strange land with creatures big and small, you must be careful when to approach and when to hide. Many hungry and spiteful beasts lurk in these forests and caves.

Call upon the Spark of Courage, an enchanted fragment granting the gifts you need to endure the pitfalls and trials in your path. Defeat the horrid creatures you encounter in different and unique ways. Be warned, courage without kindness can take you down a dark path.",https://www.metacritic.com/game/bramble-the-mountain-king/
1478,Monster Hunter Rise: Sunbreak,"Apr 28, 2023","Monster Hunter Rise: Sunbreak is an expansion to the original Monster Hunter Rise. Featuring improved gameplay and nimble-feeling additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of Master Rank quests.

As the hunter who saved Kamura from calamity, you must now journey to the far-off reaches of Elgado, an outpost near a Kingdom beset by a sinister new nemesis -- the elder dragon Malzeno!",https://www.metacritic.com/game/monster-hunter-rise-sunbreak/
1479,AMAZE!,"Apr 28, 2023","Lets pop & move the ball and paint - you’ve got to color and paint your way across the AMAZE maze puzzles.

Watch out! AMAZE gets harder as you play, color and paint the maze, and fill in puzzles!

Painting the maze puzzles sounds easy, but you have to be super strategic to color and fill every square.

Make sure you fill in puzzles COMPLETELY! If you don’t fill even one square, you’re stuck in the paint maze FOREVER!

Lets pop this maze with color!

Game Features:
- relaxing Classic mode
- tense Time Rush mode
- puzzling Limited Moves mode
- two player variants of each game mode
- hundreds of levels to paint and many colorful balls to unlock",https://www.metacritic.com/game/amaze/
1480,Dig Deep,"Apr 28, 2023","Shovel your way to success: go underground and dig for treasure like a mole on a mission. But don't worry, you won't get stuck in a hole - unless you forget to hire workers to boost your digging empire.

This game is the perfect blend of laziness and ambition. Your job is to sit back, relax, and let your hired diggers do the dirty work while you search for those sweet gems and diamonds. If you become the best miner around, you can even hire more gold diggers to expand your mining tycoon empire.",https://www.metacritic.com/game/dig-deep-2023/
1481,The witch of the Ihanashi,"Apr 28, 2023",,https://www.metacritic.com/game/the-witch-of-the-ihanashi/
1482,Mothmen 1966,"Apr 28, 2023","Mothmen 1966 is a 'Pixel Pulp' - a visual novel featuring a fusion of exceptional writing and stunning illustration, inspired by mid-20th century pulp fiction and 80s home computer graphics - set amongst the strange occurrences of the Leonid meteor shower of 1966.",https://www.metacritic.com/game/mothmen-1966/
1483,Ultimate Runner,"Apr 28, 2023",Terrifying cannibals take up the action-packed pursuit of a daredevil adventurer. Let the wild chase begin. The brave explorer runs for his life with the natives always hot on his heels. Burn some rubber and help the nimble guy escape.,https://www.metacritic.com/game/ultimate-runner/
1484,Unalive 010,"Apr 28, 2023","Welcome to the captivating world of Unalive - a game where the hero must battle fierce monsters using their shooting skills. You will navigate randomly generated room labyrinths and face challenging bosses, while mysterious events unfold throughout the game. Be prepared for unpredictable challenges and tests at every turn, creating an immersive atmosphere that draws the player deeper into the world's mysteries and enigmas. Will you be able to unravel all the secrets of Unalive? Only time will tell...",https://www.metacritic.com/game/unalive-010/
1485,Jewel Match Twilight Solitaire,"Apr 28, 2023","It was a dark and stormy night... for Solitaire! Jewel Match gets spooky in this new Solitaire adventure! Discover and rebuild eerie derelict castles, but beware of vampires roaming the land. Over 200 levels in all, plus 50 bonus mahjong levels to unlock! Dozens of unique game play variations mix up the classic Solitaire such as locked and frozen cards, obstacles to remove, and power-ups like wild cards, jokers, and shuffles. Search the dark, cobwebby corners of every last level for gems and coins to purchase new castle upgrades and power-ups and go for the elusive ""Perfect"" in each level. Grab a deck of cards and get your spine chilled with Jewel Match Twilight Solitaire!",https://www.metacritic.com/game/jewel-match-twilight-solitaire/
1486,Carrion,"Apr 28, 2023","In Carrion you’ll assume the role of an amorphous creature of unknown origin. Players will stalk and consume those that have imprisoned it to spread fear and panic throughout the facility. It will grow and evolve as you tear down the facility and acquire additional devastating abilities on the path to retribution that include a web-like ranged attack, the ability to bend light to become temporarily invisible, and even possess humans for maximum terror.",https://www.metacritic.com/game/carrion/
1487,Drago Noka,"Apr 28, 2023","The surface has become overrun with huge giants and dangerous pests, leaving an uninhabitable world in their quake. Humans have nowhere to live, and so... they live on the backs of dragons!

Create an entire village to your liking atop a gigantic dragon in this city-building game Drago Noka.

Recruit and settle in new villagers with unique skills and personalities. Befriend them, work together, and build together. Enrich one another's lives and who knows...you may even start a family of your own!

Take on many different jobs like farming, blacksmithing, fishing, sewing, cooking, synthesizing, and raising farm animals! Create the village you desire while taking care of your villagers' needs.

As peaceful as village life is, one must be prepared for the fight ahead as your dragon is not the only dragon in this world...The Fire Dragon, Wind Dragon, Ice Dragon and more also roam the land. Their very existence affects your village in various ways. One day, you might need to fight them head-on, so be prepared!",https://www.metacritic.com/game/drago-noka/
1488,Skinny & Franko: Fists of Violence,"Apr 28, 2023","28 years after the events of 'Franko: The Crazy Revenge', titular anti-hero Franko returns to Poland to get his old friend out of trouble. This time also he will not go easy on his enemies...

Now, with help of his pal Skinny, Franko will wreak havoc in the streets of Szczecin once again.

Skinny & Franko: Fists of Violence is an outstanding and brutal 2D beat'em'up game. Designed by a creator of cult classics like 'Franko: The Crazy Revenge' or 'Doman: Sins of Ardan' that were popular in the 90's on Amiga and PC.",https://www.metacritic.com/game/skinny-and-franko-fists-of-violence/
1489,The Creepy Syndrome,"Apr 27, 2023","In a mysterious and strange consultation with the psychiatrist, he analyses you by making you play disturbing video games, with different endings. You experience past traumas, occult cults, a cursed bunker and much more. Each of them has a meaning, and as you progress through his analysis, everything gets creepier, you don't know why you're there, or how it's all going to end.

Discover the mysterious relationship you have with your psychiatrist, who has something very special in mind for you.",https://www.metacritic.com/game/the-creepy-syndrome/
1490,Project Nightmares Case 36: Henrietta Kedward,"Apr 27, 2023","A group of scientists dedicated to studying the paranormal has developed a machine that can induce a patient with psychic abilities into a dream state, linking them to a malignant or cursed object.

Project Nightmares is in charge of investigating such objects, discovering the history behind them, and putting a stop to the evil they embody.

In the first installment of the game, we will play through the case of Henrietta Kedward. A toy with a dark past provides us with a connection to this malicious old woman; tapping into this connection, we'll find ourselves in a nightmare set during her lifetime, surrounded by terror and mystery.

Every time you play, Project Nightmares will be different. The game was designed so that the experience of playing through it changes constantly; beyond the engaging storyline, the player will never know what's going to happen next.",https://www.metacritic.com/game/project-nightmares-case-36-henrietta-kedward/
1491,The Punchuin,"Apr 27, 2023","You are on a quest to solve the mystery of the treasure of Punch Mountain. Punch your way down, collect money and diamonds, improve your punching skills and make some new friends along the way.

- Explore the depths of Punch Mountain
- Play alone or against a friend
- Upgrade items from the Punch Shop
- Unlock branching paths to new levels
- Interact with NPCs that will help you to get the treasure
- High quality CRT emulation to customize your pixels look
- Awesome soundtrack!",https://www.metacritic.com/game/the-punchuin/
1492,Yahari Game Demo Ore no Seishun Love Comedy wa Machigatteiru. Kan,"Apr 27, 2023","""As expected, my youth romantic comedy is wrong even in games."" It has become an attractive product for fans of the original work and TV anime fans.

In the game, you can enjoy each new story that is different from the anime and the original, centering on 6 heroines. Where the story of the hero, Yawata and the heroines is headed is entrusted to you, the player!",https://www.metacritic.com/game/yahari-game-demo-ore-no-seishun-love-comedy-wa/
1493,A-Ressha de Ikou Exp. + DX,"Apr 27, 2023","A classic railroad game. A classic city development game. 

With DX, the total number of recorded vehicles has finally reached 300! More than 40 railway companies from all over Japan have a fleet of vehicles that will make your city even more colorful.",https://www.metacritic.com/game/a-ressha-de-ikou-exp-plus-dx/
1494,Tin Can,"Apr 27, 2023","As a random member of your colony's space program, you leave Mars aboard a large transport ship, only for its reactor to go critical in the middle of your journey to new horizons. All your time spent in the simulator did not prepare you for such a dire situation! Now, drifting in your escape pod, without any FTL capabilities, you realize that an easy way out was not included. Use your own wits to fix systems in a similar way you would fix and build your own PC, by swapping and fixing individual components. With a bit of luck, you might be able to finally find a safe haven.",https://www.metacritic.com/game/tin-can-2020/
1495,Galaga '88,"Apr 27, 2023","Galaga is a smoldering planet that often erupts with angry mutants and misfits. As Galactic commander of the Federal Army you have the job of making them dead. Not easy! Because they come at you in clusters like swarms of killer bees. This time, you will be flying the awesome Triple Proton Fighter that warps to new dimensions and increased firepower. Galaga goons, your graveyard awaits.",https://www.metacritic.com/game/galaga-88/
1496,Velocity Noodle,"Apr 27, 2023","Time to deliver noodles!

In the world of Velocity Noodle, food delivery is more critical than ever, and it's up to you to beat the challenging routes in a futuristic pixel city. Run, jump, teleport, and slide to deliver your noodles in record time. Velocity Noodle is a 2D, precision platformer that makes you feel like a speedrunner when you try different techniques to figure out the best path and beat record times.",https://www.metacritic.com/game/velocity-noodle/
1497,Creepy Tale 2,"Apr 27, 2023","Creepy Tale 2 is a spooky cartoon puzzle adventure inspired by ancient European fairy tales, a new entry in the Creepy Tale series. Help Lars through a spinning carousel of dark events as he travels around his land to find Ellie, his little sister, and other girls kidnapped by an unnamed evil. Fight your fears, gather new allies, and solve numerous puzzles that will lead you to the truth.",https://www.metacritic.com/game/creepy-tale-2/
1498,Live A Live,"Apr 27, 2023","The legend is alive!

LIVE A LIVE, originally only released for the Super Famicom in Japan, is being revived on Nintendo Switch! Experience this legendary RPG for the first time in the west, brought alive in the same HD-2D visual style as OCTOPATH TRAVELER and TRIANGLE STRATEGY.

Meet seven heroes, each with their own unique abilities and lives to live across different time periods. Experience their stories in any order you choose, uncovering shocking developments along the way:

* Prehistory: A tribesman comes of age in a world without words.
* The Wild West: A wanderer with a bounty on his head fights for his life. 
* Imperial China: A kung fu master searches for a worthy successor. 
* Twilight of Edo Japan: A shinobi undertakes an important secret mission. 
* Present Day: A martial artist strives to become the strongest there ever was. 
* The Near Future: A youth with psychic powers takes a stand against evil. 
* The Distant Future: A newly built robot is swept up in a tragedy in space. 

Featuring remastered music from original composer Yoko Shimomura and produced by Takashi Tokita (the director of the Super Famicom version), this remake retains everything that players loved about the original game while also being accessible to newcomers.",https://www.metacritic.com/game/live-a-live/
1499,Contraptions 2,"Apr 27, 2023","How many steps does it take to change a light bulb? If your answer is 10 or more, then you are ready for ""Contraptions"" - a game where the goal is to fix whacky contraptions that perform simple tasks in indirect and convoluted ways, Rube Goldberg style.

Use camels as trampolines, champagne bottles as cannons, balloons to lift objects, fireworks wheels to drive conveyor belts, magnets to attract metal objects, and many more gadgets to solve the puzzles and clear the levels.

Features
+ Solve over 200 wacky puzzles across 5 different worlds.
+ Create an unlimited number of your own levels and challenge a friend to try to beat it.
+ Use a plethora of goofy gadgets from scissors to washing-line pegs.
+ Complete the levels in multiple ways...get as bonkers and creative as you like.",https://www.metacritic.com/game/contraptions-2/
1500,Clutter Evolution: Beyond Xtreme,"Apr 27, 2023","The best Clutter yet, with over 1700 puzzles for your entertainment is here! Enjoy many new Clutter variations mixed in with your old favorites for a quest you'll never forget!

Check out the bonus Abstract Quest, Sliders, Square Jigsaws and fun Box Quote puzzles. Just wait till you see the new Abstract variations! You've never seen a Clutter game so fast, furious and challenging. And as always, the options let you play Clutter the way you want replay your favorites again and again!",https://www.metacritic.com/game/clutter-evolution-beyond-xtreme/
1501,Creepy Tale,"Apr 27, 2023","Find out the dark story that befell the once-calm and peaceful forest, turning it into a creepy place filled with evil. Perhaps it is you who will be able to solve all the secrets of the forest and save the peaceful creatures?",https://www.metacritic.com/game/creepy-tale/
1502,HIQ ACE Unlimited,"Apr 27, 2023","Definitive puzzles in an unlimited way.

In the puzzle race, you are the jigsaw ace.

Check out the new version of the classic jigsaw puzzle game.

Train your mind, focus your eyes, improve your reflexes.

Have fun in classic Arcade mode. Take your time in the Relax mode. Check your limits in the Expert mode.",https://www.metacritic.com/game/hiq-ace-unlimited/
1503,JINKI -Unlimited-,"Apr 26, 2023","September 1992. Tokyo was attacked by an organization called Kyomu.

This was the beginning of what would later be called the ""Tokyo Lost Life Phenomenon""...

Midori Oribe, who worked as a nursery teacher, fled the destroyed city of Tokyo with her children. However, during that time she lost consciousness once, and when she woke up, the children were gone. In order to find them, Aoi climbed into the upper seat of the human machine Nanatwo that was on display at the museum, but it didn't work as she expected.

She got into the seat under Nanatwo and activated Nanatwo. Aoi thought she could find the children with this, but she was immediately attacked by Kyomu's human machine, Burgoyle, and she had no choice but to get caught up in the fight. 

""If there's something you want to protect... let's protect it with your power!"" 

While perplexed by the situation she finds herself in, Aoi solidifies her determination with the words of both soldiers, and takes control of the occupied Tokyo...",https://www.metacritic.com/game/jinki-unlimited-/
1504,Evil Dead: The Game - Game of the Year Edition,"Apr 26, 2023","Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action! Play as a team of four Survivors, exploring, looting, managing your fear, and finding key items to seal the breach between worlds in a game inspired by all three original Evil Dead films as well as the Starz original television series, “Ash vs Evil Dead”.

The Game of the Year Edition of Evil Dead: The Game includes content from 6 DLC packs, including the new “Ash vs Evil Dead” “Who’s Your Daddy” DLC, and more at a discounted rate.",https://www.metacritic.com/game/evil-dead-the-game-game-of-the-year-edition/
1505,Neko Rescue Tale,"Apr 26, 2023","A little kitty’s friend has gone missing, and it’s up to you to guide the frisky feline to rescue them! Presented in side-scrolling pixel art style, Neko Rescue Tale is a traditional action platformer where you guide a heroic cat through seasonally themed stages filled with enemies, traps, pitfalls and more. Run, jump and always land on your feet!",https://www.metacritic.com/game/neko-rescue-tale/
1506,Ever Maiden ~Daraku no Sono no Otome-tachi~,"Apr 26, 2023",,https://www.metacritic.com/game/ever-maiden-daraku-no-sono-no-otome-tachi/
1507,Superfidos,"Apr 26, 2023","When Furball accidentally drinks a sleeping potion, his owner, the warlock Lux, needs to extract human fear to create an awakening potion. After the evil wizard crashes at the Golden Sands resort and kidnaps all humans, it’s up to the loyal dogs Kenny, Lenny, and Max to rescue their human friends and show Lux that some love and care always beats fear. Superfidos is a platforming game where you explore the vast world of Fluffington. You play as a magical dog hero, traversing different levels in multiple interconnected areas, gathering power-ups, magic, and more to help you in your journey. Unlike a straightforward platformer where you go from one level to the next, Superfidos promotes free exploration, is full of secrets, and provides different ways of approaching and solving the game’s multiple puzzles and challenges. Put your best cape on and help these heroes show Lux they are not called Superfidos for nothing.",https://www.metacritic.com/game/superfidos/
1508,Clutter 1000,"Apr 26, 2023","The object of the game is as simple as can be. Just find and click on two matching objects to remove them from the playing field. Watch your pairs pop out and merge into one, then swoop down to the treadmill. All your old favorites are here along with twice as many new ones to keep you playing for days and days.",https://www.metacritic.com/game/clutter-1000/
1509,Mangavania,"Apr 26, 2023",Old school action platformer game with pixel art graphics.,https://www.metacritic.com/game/mangavania/
1510,Argonauts Agency: Golden Fleece,"Apr 26, 2023","Jason, the head of the Argonauts Agency, has been contacted by an ancient artifact collector. It turns out that just this morning the Golden Fleece was stolen from his storeroom and his niece is missing as well! Without wasting any time, the Argonauts Agency is on the case. Head the investigation team and help the Argonauts crack the case of the missing Golden Fleece!",https://www.metacritic.com/game/argonauts-agency-golden-fleece/
1511,Afterimage,"Apr 25, 2023","One of the supreme deities created this vast world called Engardin, upon which natural wonders lie everywhere: gigantic volcanoes, steep canyons, deep seas and a tower that soars into the clouds...

Encounter fantastic creatures during your journey: giant beasts wandering in fire, and spirits lurking in the depth of complicated labyrinths... Learn about your new friends, get to know their pasts and the agendas they hold.

Engardin is alive with unknown secrets. Venture forth and feel free to explore wherever you like as a brave adventurer. Find out the stories that link each area, discover a concealed history and the truth of the world.",https://www.metacritic.com/game/afterimage/
